loan_id,customer_id,risk_state,remaining_months,within_term_default_prob
LN788101,ANON_B82E861107,Default,60,0.9192331931093587
LN788145,ANON_2DA43B2F74,Low,4,0.018145183579736924
LN788206,ANON_FA1804BBFA,Low,40,0.4482288819192077
LN788590,ANON_0C3C02DB3E,Low,1,0.0028890378348394
LN788722,ANON_126FDFB0CF,Default,12,0.9734121430924614
LN788784,ANON_77752EF19A,Low,3,0.011273906495891599
LN788805,ANON_9FB0DB0417,Low,35,0.40111029526666103
LN789100,ANON_87420FE1FB,Low,1,0.0028890378348394
LN789288,ANON_BF7E139A0F,Low,15,0.15894284476988715
LN789613,ANON_B6BE930117,Default,1,0.9972478549457664
LN789734,ANON_30FBEE2646,Default,38,0.9376429946366464
LN789767,ANON_D3DC8E1BE7,Low,12,0.11608902902343224
LN790263,ANON_D910D8AEC4,Low,56,0.5704282589702666
LN790483,ANON_B3BEA43C5D,Default,3,0.9921026897455488
LN790666,ANON_D967D3AD93,Default,26,0.9517707792088524
LN790859,ANON_70DDFB6FAE,Low,3,0.011273906495891599
LN790896,ANON_BE14A949F6,Default,1,0.9972478549457664
LN791127,ANON_40F6A82276,Low,14,0.14470111759293655
LN791147,ANON_F7F3E63FCA,Default,55,0.9227227809660739
LN791240,ANON_86A3A95D00,Default,60,0.9192331931093587
LN791634,ANON_6122FA08CE,Medium,2,0.02639003657589597
LN791929,ANON_D26930E426,Low,242,0.5952339009814149
LN791976,ANON_D9A686A9AD,Low,1,0.0028890378348394
LN792094,ANON_2D721A9AAD,Low,1,0.0028890378348394
LN792306,ANON_05331D8A4A,Low,60,0.5952339009814149
LN792401,ANON_390B5B81DD,Medium,1,0.0009437919463087
LN792982,ANON_A17E604825,Default,31,0.945460183000974
LN793208,ANON_E11AD2D0B4,High,3,0.4786189189371133
LN793491,ANON_1A18654154,Medium,24,0.44292902103228143
LN794385,ANON_62408F1FCA,Low,3,0.011273906495891599
LN794389,ANON_728AEC3712,Low,3,0.011273906495891599
LN794639,ANON_66D0CAA698,Default,1,0.9972478549457664
LN794658,ANON_658186B1B9,Default,3,0.9921026897455488
LN795039,ANON_2DAE835CBA,Default,3,0.9921026897455488
LN795192,ANON_E84D272E26,Default,1,0.9972478549457664
LN795366,ANON_688CCFE2D2,Default,13,0.9716319997356611
LN795440,ANON_76EFA17915,Low,1,0.0028890378348394
LN795556,ANON_3FE41BF9AC,Medium,3,0.061530112323623994
LN795761,ANON_B132D895F4,Low,74,0.5952339009814149
LN795983,ANON_CE5C1616C7,High,1,0.2224123182207014
LN796053,ANON_4AABEC61F4,Default,12,0.9734121430924614
LN796242,ANON_7855DCFE06,Low,41,0.4570901297023434
LN796339,ANON_6285AF5481,Default,1,0.9972478549457664
LN796529,ANON_20667C8913,Low,3,0.011273906495891599
LN797612,ANON_D9B7E1AC14,Default,142,0.9192331931093587
LN798260,ANON_42969C7DBB,Low,49,0.5218323346133623
LN798412,ANON_FA991234C6,Medium,50,0.6261867769197287
LN799036,ANON_B9902BE950,Default,239,0.9192331931093587
LN799081,ANON_9C28C069F8,Low,177,0.5952339009814149
LN799271,ANON_1E2A3843E5,Low,1,0.0028890378348394
LN799330,ANON_880D057A92,High,80,0.8429350630308394
LN799362,ANON_98AD2D6550,Low,45,0.49078166871151935
LN799425,ANON_C0454C3394,Low,57,0.5768208442155516
LN799506,ANON_7EB9194BE3,Default,60,0.9192331931093587
LN799736,ANON_F32E520869,Low,60,0.5952339009814149
LN800165,ANON_4719A8E2A3,Default,95,0.9192331931093587
LN800178,ANON_9300591407,Low,2,0.006286475436421475
LN800288,ANON_7FFFD764F2,Low,3,0.011273906495891599
LN801485,ANON_BCC124DA98,Default,1,0.9972478549457664
LN801511,ANON_EE3299B54B,Low,2,0.006286475436421475
LN801517,ANON_ECF3440928,Low,2,0.006286475436421475
LN801696,ANON_1AE359C1C3,Low,44,0.48261478282237746
LN802110,ANON_1EB2DB687D,Low,2,0.006286475436421475
LN802540,ANON_83A1E821D8,Low,117,0.5952339009814149
LN802973,ANON_C979F8713E,Default,1,0.9972478549457664
LN802982,ANON_B0F0953AB8,Medium,37,0.5469600944226474
LN803022,ANON_0DEDF5ED35,Default,29,0.9479070606754594
LN803163,ANON_F2FE0D1D12,Low,20,0.22782267747708296
LN803208,ANON_952D97E077,Low,1,0.0028890378348394
LN803315,ANON_7FCDED9837,Low,41,0.4570901297023434
LN803707,ANON_47CB057287,Low,12,0.11608902902343224
LN803772,ANON_CAFC773976,Low,12,0.11608902902343224
LN804024,ANON_CE541BCDEC,Low,3,0.011273906495891599
LN804139,ANON_87B10B9819,Default,1,0.9972478549457664
LN804360,ANON_3D26DCD8CA,Low,3,0.011273906495891599
LN804365,ANON_6CCADDAC9F,Low,206,0.5952339009814149
LN804377,ANON_6473A078A0,Default,4,0.9897035075494226
LN804395,ANON_B605E2EF61,Default,1,0.9972478549457664
LN804443,ANON_254189C876,Low,1,0.0028890378348394
LN805077,ANON_ED6E660AC7,Default,43,0.9327054611633632
LN805314,ANON_BC7126381B,Low,2,0.006286475436421475
LN805435,ANON_B711757CA9,Default,27,0.9504563336493085
LN805784,ANON_D4F77AC9A0,Low,12,0.11608902902343224
LN806002,ANON_A39E384DB6,Low,52,0.5435120106040596
LN806030,ANON_3CC7349406,Default,12,0.9734121430924614
LN806033,ANON_58D30625A1,Low,1,0.0028890378348394
LN806079,ANON_FEB0AC71DC,Low,36,0.410921542526733
LN806435,ANON_FC73621538,Low,2,0.006286475436421475
LN806693,ANON_7BA2D89BCA,Medium,3,0.061530112323623994
LN807176,ANON_7C7E0EE3AA,Low,4,0.018145183579736924
LN807829,ANON_F91C56252B,Low,16,0.1730701986571827
LN808398,ANON_7C96A4D1A5,Low,12,0.11608902902343224
LN808401,ANON_5FA3FD02A6,High,2,0.3736214703754679
LN808794,ANON_29D0DA97B6,Low,1,0.0028890378348394
LN808969,ANON_86D9C7F216,Low,3,0.011273906495891599
LN809183,ANON_59ED7C024A,Low,2,0.006286475436421475
LN809203,ANON_85B7B26D57,Medium,1,0.0009437919463087
LN809217,ANON_2EC288986B,Low,3,0.011273906495891599
LN809369,ANON_57B5BC7584,Low,3,0.011273906495891599
LN809474,ANON_1A6D97938D,Low,1,0.0028890378348394
LN809481,ANON_B7353BE390,Low,1,0.0028890378348394
LN809592,ANON_A3F5CF88E0,Default,1,0.9972478549457664
LN809625,ANON_89A7AA68B7,Low,3,0.011273906495891599
LN809789,ANON_A9E731C958,Low,42,0.46577249147634125
LN810231,ANON_DCA361FAA3,Low,58,0.5830842484608539
LN810553,ANON_8A6BAB588C,Default,3,0.9921026897455488
LN810907,ANON_FE659BC939,Default,57,0.9212840644563459
LN811289,ANON_93817D5F93,Low,36,0.410921542526733
LN812197,ANON_F426402AD7,Low,1,0.0028890378348394
LN812418,ANON_2B3DE875FF,Medium,12,0.3026010809100447
LN812534,ANON_FB3E313C38,Low,1,0.0028890378348394
LN812622,ANON_17F90EDB45,Low,1,0.0028890378348394
LN812948,ANON_1BC44FCFB6,Default,18,0.9633288028218724
LN813142,ANON_33201FB8E3,Default,14,0.9698945122522876
LN813326,ANON_26B4B18A4D,Default,60,0.9192331931093587
LN813412,ANON_AF00C84EC9,Low,3,0.011273906495891599
LN813805,ANON_0F88AA5D93,Low,3,0.011273906495891599
LN813907,ANON_CEDE6E92BC,Low,43,0.4742795392517041
LN814167,ANON_4DF828474A,Default,13,0.9716319997356611
LN814190,ANON_FA96A82534,Low,44,0.48261478282237746
LN814825,ANON_00C09D3CA5,Default,1,0.9972478549457664
LN814923,ANON_086C797A1D,Default,1,0.9972478549457664
LN814985,ANON_9E772C5C4D,Low,3,0.011273906495891599
LN815563,ANON_25AFF5B502,Default,12,0.9734121430924614
LN815570,ANON_F8D0279AE0,Default,30,0.9466710949361116
LN815776,ANON_69716202F3,Low,2,0.006286475436421475
LN816064,ANON_6E906173B3,Low,51,0.5364324578189503
LN816079,ANON_73F259B1A1,Low,37,0.4205352137617737
LN816318,ANON_7C6E795020,Low,11,0.10186928211501414
LN816556,ANON_293AAC8DB1,Low,56,0.5704282589702666
LN816572,ANON_945B1C2563,Medium,54,0.646620557936065
LN817125,ANON_F379EDCCE2,High,1,0.2224123182207014
LN817325,ANON_71E9F065FF,Low,34,0.39109761055878345
LN817633,ANON_F8C6B92168,Default,3,0.9921026897455488
LN817637,ANON_DCFF192ECE,Low,28,0.3265761787587599
LN817909,ANON_85B79E1483,Default,42,0.933653055602778
LN817924,ANON_6AEAC6BDB3,Default,13,0.9716319997356611
LN818601,ANON_A6C63ECD11,Low,3,0.011273906495891599
LN818714,ANON_A149C56A2C,Low,25,0.29129690428562216
LN818716,ANON_EFAC030F90,Low,3,0.011273906495891599
LN818791,ANON_7A91B360EA,Low,52,0.5435120106040596
LN818805,ANON_582F2638D6,Default,12,0.9734121430924614
LN818894,ANON_13FC080C60,Low,2,0.006286475436421475
LN819048,ANON_B5AB0F956C,Low,2,0.006286475436421475
LN819064,ANON_E9F9068699,Low,3,0.011273906495891599
LN819086,ANON_81F85102AD,Low,2,0.006286475436421475
LN819453,ANON_C5C3FE0F47,Default,1,0.9972478549457664
LN819642,ANON_9EC88AB47B,Low,48,0.5143056888728583
LN819671,ANON_AF7071C244,Low,2,0.006286475436421475
LN819771,ANON_372AC4B4BC,Low,1,0.0028890378348394
LN819778,ANON_74D50A9938,Low,3,0.011273906495891599
LN819987,ANON_4C76659A7F,Low,2,0.006286475436421475
LN820328,ANON_D620009C13,Low,58,0.5830842484608539
LN820480,ANON_1E234C54AB,Medium,33,0.5180016496155794
LN820555,ANON_C3350982F8,Low,2,0.006286475436421475
LN820636,ANON_FFA1183F69,Low,40,0.4482288819192077
LN820877,ANON_566A1153B9,Default,225,0.9192331931093587
LN820944,ANON_45C95643AC,Medium,52,0.6366122832941596
LN821345,ANON_3469B8A891,Low,10,0.0878451509882079
LN821652,ANON_CCEC567AD6,Low,2,0.006286475436421475
LN822106,ANON_F879E75370,Low,45,0.49078166871151935
LN822315,ANON_6191840E06,Default,10,0.9771125218894857
LN822612,ANON_8169AE0AC4,Default,18,0.9633288028218724
LN822755,ANON_C477AFFA51,Low,42,0.46577249147634125
LN822780,ANON_B925647600,Low,1,0.0028890378348394
LN822808,ANON_E50FE70E11,Low,3,0.011273906495891599
LN822935,ANON_8C6DE719EF,Low,2,0.006286475436421475
LN823158,ANON_3620BA690F,Low,3,0.011273906495891599
LN823328,ANON_EE853E74C4,Default,1,0.9972478549457664
LN823545,ANON_E2128F48B0,Low,48,0.5143056888728583
LN823826,ANON_4532B91804,High,12,0.7494020147697881
LN823971,ANON_2E15535C97,Low,3,0.011273906495891599
LN824004,ANON_95430F862A,Low,51,0.5364324578189503
LN825452,ANON_02CD7E4C27,Low,36,0.410921542526733
LN825693,ANON_EC402921BA,Low,29,0.3378776778620316
LN826193,ANON_75F5289918,Low,1,0.0028890378348394
LN826353,ANON_DCF8C28859,Low,46,0.4987835796745933
LN826865,ANON_676AF0B9D3,Default,57,0.9212840644563459
LN826908,ANON_927BB99BFC,High,3,0.4786189189371133
LN826917,ANON_3D0CF8E9FA,Low,1,0.0028890378348394
LN826943,ANON_B17581AA6D,Default,22,0.9573084168512689
LN826984,ANON_D95EBBD38E,Low,55,0.5639038291832629
LN827003,ANON_E40B7BFF52,Low,54,0.5572448366299143
LN827163,ANON_9344BBA420,Default,3,0.9921026897455488
LN827798,ANON_8BEBF6CD6E,Low,2,0.006286475436421475
LN827867,ANON_307083B24A,Default,1,0.9972478549457664
LN828119,ANON_D3ECE42F97,Low,3,0.011273906495891599
LN828471,ANON_F819CB84E9,Low,2,0.006286475436421475
LN828668,ANON_47A588F7A2,Medium,2,0.02639003657589597
LN828716,ANON_875395392C,Low,3,0.011273906495891599
LN828726,ANON_A986F4A6A7,Low,22,0.25391277625406367
LN828863,ANON_9F7431BDD9,Low,127,0.5952339009814149
LN829168,ANON_C01E642577,Default,3,0.9921026897455488
LN829371,ANON_35AD8EF36F,Low,1,0.0028890378348394
LN829414,ANON_11B64D30D2,Low,19,0.2144393012428228
LN829560,ANON_8E31B9EDD7,Low,2,0.006286475436421475
LN829599,ANON_E7B548F0C6,Default,1,0.9972478549457664
LN829622,ANON_C5E451E01A,Low,52,0.5435120106040596
LN829660,ANON_F8F84326CF,Low,12,0.11608902902343224
LN829794,ANON_B5D7E887D2,Low,1,0.0028890378348394
LN829800,ANON_2865FFFB8D,Default,1,0.9972478549457664
LN830202,ANON_D287826C63,Default,15,0.9681972961855233
LN830593,ANON_4901B66011,Default,12,0.9734121430924614
LN831063,ANON_D760E06501,High,3,0.4786189189371133
LN831073,ANON_B6B065885F,Low,55,0.5639038291832629
LN831250,ANON_E4BD430D13,Low,9,0.07415603394594919
LN831371,ANON_FC616E5982,Low,40,0.4482288819192077
LN831542,ANON_2372FB36F9,Default,3,0.9921026897455488
LN831569,ANON_CDC8BBC65F,Medium,3,0.061530112323623994
LN831618,ANON_F6B9B5A7F3,Low,2,0.006286475436421475
LN831622,ANON_60CBA3F9A0,Default,9,0.9790405121309872
LN832269,ANON_FCB6A4F2AB,Default,3,0.9921026897455488
LN832632,ANON_D403289EE1,Low,1,0.0028890378348394
LN832652,ANON_6BEA5C4161,Default,57,0.9212840644563459
LN832695,ANON_1B397D5938,Default,28,0.9491686206646659
LN832734,ANON_D600384138,Low,3,0.011273906495891599
LN832935,ANON_D2C7306509,Low,39,0.43918511568806184
LN833514,ANON_272A262CD4,Default,50,0.9265873926750245
LN833663,ANON_0F26FC0EA8,Default,56,0.9219960799497464
LN833665,ANON_B4DBB0F0F1,Low,50,0.5292069015765977
LN834900,ANON_E3A9CFF241,Low,1,0.0028890378348394
LN835053,ANON_9CC0EBA61F,Low,3,0.011273906495891599
LN835182,ANON_772B4AE8D6,Low,53,0.5504485073512786
LN835473,ANON_71E3F67035,Low,2,0.006286475436421475
LN835689,ANON_C78E4F8A55,Low,41,0.4570901297023434
LN835869,ANON_A2DCE91E36,Low,3,0.011273906495891599
LN835912,ANON_09151C022B,Low,9,0.07415603394594919
LN836598,ANON_6036CC1AD3,Low,59,0.5892210816125598
LN836780,ANON_3878F945B5,Low,60,0.5952339009814149
LN836986,ANON_EDB075F6C2,Default,3,0.9921026897455488
LN837191,ANON_A64BCE6CDC,Low,3,0.011273906495891599
LN837249,ANON_52767C0A31,Low,17,0.1870458813973239
LN837315,ANON_478FE85A20,Low,3,0.011273906495891599
LN837333,ANON_66DB03039D,Low,3,0.011273906495891599
LN837397,ANON_10786EBBFE,Default,3,0.9921026897455488
LN837475,ANON_CD6860A749,Default,3,0.9921026897455488
LN837676,ANON_800BDB48B1,High,3,0.4786189189371133
LN837781,ANON_AB2AB1AB7A,Default,1,0.9972478549457664
LN838189,ANON_59C43459DC,Low,59,0.5892210816125598
LN838564,ANON_42219935C2,Default,1,0.9972478549457664
LN838749,ANON_B20A3CE25D,Low,20,0.22782267747708296
LN839028,ANON_286505B252,Default,83,0.9192331931093587
LN839136,ANON_C9BBAAE9FB,Low,1,0.0028890378348394
LN839142,ANON_0BE76F6476,Default,31,0.945460183000974
LN839221,ANON_A830264C5E,Low,8,0.060976239300138846
LN839533,ANON_359D4AEC76,Low,50,0.5292069015765977
LN839938,ANON_AEB738796E,Low,32,0.3704524264635173
LN840036,ANON_51E6F9B5AB,Low,1,0.0028890378348394
LN840363,ANON_468EABC9F2,Low,3,0.011273906495891599
LN840470,ANON_AFA132CB43,Low,2,0.006286475436421475
LN840680,ANON_BDF3B09B86,Medium,3,0.061530112323623994
LN840756,ANON_AB4288A728,Low,1,0.0028890378348394
LN840777,ANON_93DD8605DC,Low,21,0.24098261875278704
LN840978,ANON_491B4EBBAF,Low,5,0.026814805757819263
LN841070,ANON_3BB819E693,Default,74,0.9192331931093587
LN841136,ANON_976CB15685,High,1,0.2224123182207014
LN841160,ANON_52C324F146,Default,45,0.9308673401717303
LN841474,ANON_74C595C5B8,Low,3,0.011273906495891599
LN841612,ANON_6F2E7D6356,Default,2,0.9946150174416826
LN841647,ANON_2028E0E324,Medium,1,0.0009437919463087
LN841764,ANON_F38744ADA1,Low,43,0.4742795392517041
LN841820,ANON_BC9B061435,Low,3,0.011273906495891599
LN842558,ANON_2883C3ABA3,Default,3,0.9921026897455488
LN843266,ANON_B24CAC9C61,Low,1,0.0028890378348394
LN843565,ANON_D848B41480,Low,25,0.29129690428562216
LN843682,ANON_9715D5C332,Medium,3,0.061530112323623994
LN843739,ANON_B4D6F11933,Low,1,0.0028890378348394
LN843810,ANON_1E6641FF80,Default,2,0.9946150174416826
LN843841,ANON_0C93253B8E,Low,242,0.5952339009814149
LN844446,ANON_E5CBF98E0E,Low,3,0.011273906495891599
LN844466,ANON_E4DB5D0F5C,Low,1,0.0028890378348394
LN845000,ANON_4F69E568CF,Low,3,0.011273906495891599
LN845670,ANON_E32DC961FD,Low,11,0.10186928211501414
LN845851,ANON_106EB2AB5A,Low,118,0.5952339009814149
LN845915,ANON_A00CCF2DD2,Low,12,0.11608902902343224
LN845979,ANON_2B1E7E507C,Medium,53,0.6416675114396159
LN846154,ANON_6550BC76F5,Low,3,0.011273906495891599
LN846245,ANON_0F2A4D7448,Low,1,0.0028890378348394
LN846364,ANON_01D71270B3,Default,2,0.9946150174416826
LN846452,ANON_FF664DCFEC,Low,22,0.25391277625406367
LN846472,ANON_83B7858FE4,Low,1,0.0028890378348394
LN847556,ANON_25DB07D643,Low,1,0.0028890378348394
LN847691,ANON_BAB6EE4ADD,Low,39,0.43918511568806184
LN847775,ANON_43995EBE84,Default,1,0.9972478549457664
LN847996,ANON_152A8EB8E7,Low,40,0.4482288819192077
LN848034,ANON_96A8D9DF22,Default,3,0.9921026897455488
LN848439,ANON_EA7718D346,Low,15,0.15894284476988715
LN848543,ANON_FC1CFC6211,Low,1,0.0028890378348394
LN848764,ANON_6D6C5FB751,Low,2,0.006286475436421475
LN848809,ANON_9650A64257,Default,2,0.9946150174416826
LN849173,ANON_636BFE817E,Low,12,0.11608902902343224
LN849415,ANON_AE8295DD91,Default,1,0.9972478549457664
LN850432,ANON_190B8249FA,Low,41,0.4570901297023434
LN850541,ANON_15F03B2C93,Low,50,0.5292069015765977
LN850548,ANON_BEE53F46FA,Default,1,0.9972478549457664
LN850630,ANON_7E3AD82F93,Default,56,0.9219960799497464
LN851017,ANON_05A39390BD,Low,2,0.006286475436421475
LN851145,ANON_F9AB6626CF,Low,1,0.0028890378348394
LN851232,ANON_393FFBC102,Low,3,0.011273906495891599
LN851435,ANON_16F2CB4ED2,Low,3,0.011273906495891599
LN851612,ANON_B7CAADAADF,Low,59,0.5892210816125598
LN851746,ANON_5529A2085D,Low,28,0.3265761787587599
LN851824,ANON_E51676DF9A,Low,3,0.011273906495891599
LN851964,ANON_F4A535D566,Default,8,0.9810269865696981
LN851999,ANON_BF8EE5E6A1,Low,57,0.5768208442155516
LN852181,ANON_3C386298D6,Default,72,0.9192331931093587
LN852307,ANON_59232EDE66,Default,3,0.9921026897455488
LN852525,ANON_C7C0E56D3E,Low,1,0.0028890378348394
LN852553,ANON_2A3D43EB42,Low,1,0.0028890378348394
LN852804,ANON_C1340E1E09,Medium,12,0.3026010809100447
LN853160,ANON_83B5274401,Default,216,0.9192331931093587
LN853183,ANON_CAE44B1106,Low,1,0.0028890378348394
LN853475,ANON_F2881B33BA,Medium,2,0.02639003657589597
LN853584,ANON_D985E43E0D,High,12,0.7494020147697881
LN853768,ANON_D480A898B0,Low,3,0.011273906495891599
LN853992,ANON_A5CDC38024,Low,33,0.3808796118216776
LN854024,ANON_D48C6C4ABC,Low,3,0.011273906495891599
LN854177,ANON_360FF5FE54,Default,34,0.941972601013319
LN854272,ANON_057AA65D21,Medium,27,0.46967666909677275
LN854353,ANON_9702533033,Low,2,0.006286475436421475
LN854434,ANON_2EE172429D,Low,2,0.006286475436421475
LN854464,ANON_AD23F8A5A7,Default,51,0.9257825932056515
LN854873,ANON_DF1063232C,Default,28,0.9491686206646659
LN854992,ANON_B461511D0A,Medium,1,0.0009437919463087
LN855018,ANON_F8F5E2466C,Low,3,0.011273906495891599
LN855128,ANON_75A96F3605,Low,4,0.018145183579736924
LN855192,ANON_52957C2052,Low,41,0.4570901297023434
LN855353,ANON_892396FA1D,Low,20,0.22782267747708296
LN855546,ANON_A901896B5F,Default,3,0.9921026897455488
LN855935,ANON_FC6D9D1349,Low,49,0.5218323346133623
LN856682,ANON_9E2D9E1BB3,Default,3,0.9921026897455488
LN857044,ANON_CBE423A89C,Default,1,0.9972478549457664
LN857257,ANON_24B25F25F1,Low,6,0.03703699384079466
LN857482,ANON_967F340130,Default,48,0.928247132684296
LN857766,ANON_66D4B7CFA4,Default,3,0.9921026897455488
LN857826,ANON_CC78EBC067,Low,51,0.5364324578189503
LN858479,ANON_E43DB1500B,Medium,1,0.0009437919463087
LN858489,ANON_0E7912DF83,Low,2,0.006286475436421475
LN858494,ANON_E000B5597B,Default,2,0.9946150174416826
LN858862,ANON_CC94AFCD9D,Default,30,0.9466710949361116
LN859357,ANON_87C162A651,Default,30,0.9466710949361116
LN859397,ANON_5B70B2D2F1,High,2,0.3736214703754679
LN859417,ANON_9FFC30274C,Low,42,0.46577249147634125
LN860007,ANON_7EF4356451,Default,18,0.9633288028218724
LN860041,ANON_8357582545,Low,3,0.011273906495891599
LN860515,ANON_E9B411A264,Default,40,0.9356072914808535
LN860668,ANON_21F5862AC7,Low,3,0.011273906495891599
LN860756,ANON_31F4229DAF,Default,1,0.9972478549457664
LN860853,ANON_6A8764CE56,Low,30,0.34895518610460524
LN861195,ANON_9693721159,Default,1,0.9972478549457664
LN861206,ANON_C129354F47,Low,8,0.060976239300138846
LN861289,ANON_FFB57791EF,Low,3,0.011273906495891599
LN861295,ANON_F8105FE500,Default,42,0.933653055602778
LN861304,ANON_44F58BD942,Low,2,0.006286475436421475
LN861419,ANON_E0B238D421,Low,3,0.011273906495891599
LN861475,ANON_0F9030BC4F,Default,35,0.9408568041527632
LN861495,ANON_804AB96981,Low,23,0.2666094319815929
LN861640,ANON_9125B86C2B,Default,12,0.9734121430924614
LN861744,ANON_FD80E3EB4E,Low,58,0.5830842484608539
LN862012,ANON_DB8D03B075,Default,3,0.9921026897455488
LN862469,ANON_DF3BB2E268,Low,2,0.006286475436421475
LN862752,ANON_B5D7E887D2,Low,56,0.5704282589702666
LN863082,ANON_8AEF34C1ED,Low,12,0.11608902902343224
LN863811,ANON_FEF6E94BD2,Low,12,0.11608902902343224
LN864093,ANON_27552B6AB2,Low,33,0.3808796118216776
LN864102,ANON_014A9DF315,Low,59,0.5892210816125598
LN864384,ANON_E6FB88975F,Low,1,0.0028890378348394
LN864597,ANON_82F18D66AB,Default,3,0.9921026897455488
LN865081,ANON_8E89405C89,Low,35,0.40111029526666103
LN865403,ANON_CFE67F4188,Low,10,0.0878451509882079
LN865595,ANON_64743CF453,Default,1,0.9972478549457664
LN865708,ANON_1DAB29CC8C,Default,1,0.9972478549457664
LN865959,ANON_598AF54A44,Medium,4,0.09878942318819027
LN866077,ANON_9BBE241B0F,Low,3,0.011273906495891599
LN866248,ANON_085273569C,Low,2,0.006286475436421475
LN866330,ANON_732EBBC339,Default,1,0.9972478549457664
LN866472,ANON_DD3C69A4E7,Medium,2,0.02639003657589597
LN866749,ANON_1092D08008,Low,1,0.0028890378348394
LN866875,ANON_327983FA35,Default,1,0.9972478549457664
LN867080,ANON_29415D0773,Low,1,0.0028890378348394
LN867194,ANON_29E27ABE8E,Low,39,0.43918511568806184
LN867508,ANON_B60532795D,Low,7,0.04851900410960577
LN868008,ANON_A348DDAB4B,Low,1,0.0028890378348394
LN868104,ANON_461B1ABE24,Default,1,0.9972478549457664
LN868701,ANON_91D5626E9C,Default,3,0.9921026897455488
LN868735,ANON_BCAA448143,Default,3,0.9921026897455488
LN869271,ANON_100E5A4772,Low,1,0.0028890378348394
LN869372,ANON_6EA95C6677,Low,1,0.0028890378348394
LN869390,ANON_BDB35187C6,Low,44,0.48261478282237746
LN869628,ANON_548DA92747,Low,1,0.0028890378348394
LN870033,ANON_B122B33BCC,Low,42,0.46577249147634125
LN870315,ANON_BCFC30CC14,Default,40,0.9356072914808535
LN870404,ANON_9071F87914,Low,3,0.011273906495891599
LN870624,ANON_80FD1713F6,Low,48,0.5143056888728583
LN870643,ANON_A2DFEF1403,Low,84,0.5952339009814149
LN871078,ANON_F3F325D497,Low,2,0.006286475436421475
LN871173,ANON_311F1CD8EE,Default,39,0.9366147499032963
LN871226,ANON_C7AD853F3B,Default,2,0.9946150174416826
LN871271,ANON_368720C97B,Low,12,0.11608902902343224
LN871343,ANON_462E3422FC,Low,47,0.5066238346242291
LN871390,ANON_FDBAB35EAC,Default,59,0.919902908883538
LN871399,ANON_40912D9AD1,Medium,3,0.061530112323623994
LN871480,ANON_08DE4813FA,Low,1,0.0028890378348394
LN871520,ANON_4B645D794F,Low,21,0.24098261875278704
LN871693,ANON_6414D3C1FE,Low,10,0.0878451509882079
LN871768,ANON_566EDBDED1,Low,37,0.4205352137617737
LN871957,ANON_71A116E70D,Low,40,0.4482288819192077
LN872329,ANON_5727E78F37,Low,12,0.11608902902343224
LN872505,ANON_0D7053CBB5,Medium,31,0.5025857945140658
LN872899,ANON_B94A9DE16C,Default,1,0.9972478549457664
LN873015,ANON_B67EAB0E9A,Medium,3,0.061530112323623994
LN873393,ANON_FE55DB26C3,Low,1,0.0028890378348394
LN873423,ANON_D69C7E01B8,Medium,34,0.5254690884705332
LN873517,ANON_975B08D9FE,Default,3,0.9921026897455488
LN873716,ANON_DD2BBA8BBC,Default,25,0.9531125609916942
LN874011,ANON_15F85AAC7A,Low,1,0.0028890378348394
LN874031,ANON_E9DFE31B27,Low,2,0.006286475436421475
LN874319,ANON_B66FF7436D,Low,2,0.006286475436421475
LN874710,ANON_4A04C446C6,High,2,0.3736214703754679
LN874783,ANON_C91CE84EBF,Low,13,0.13039470531307032
LN874802,ANON_BEFDF3DD25,Low,1,0.0028890378348394
LN875291,ANON_67DE87F6F7,Medium,3,0.061530112323623994
LN875345,ANON_776DB0E366,Default,40,0.9356072914808535
LN875386,ANON_7081178555,Low,39,0.43918511568806184
LN875892,ANON_8B75658D2F,Default,3,0.9921026897455488
LN876143,ANON_2DB4FCDB26,Low,11,0.10186928211501414
LN876236,ANON_E61D3D45FB,Low,39,0.43918511568806184
LN876442,ANON_C3FA1F1398,Low,35,0.40111029526666103
LN876476,ANON_2098B59C5E,Default,30,0.9466710949361116
LN876644,ANON_1472F88B8F,Low,1,0.0028890378348394
LN876670,ANON_04B48646AC,Low,3,0.011273906495891599
LN876717,ANON_F02D7AA23F,Default,1,0.9972478549457664
LN877442,ANON_8B63F402A6,Low,26,0.3032884825048455
LN877467,ANON_D4402EB37A,Low,48,0.5143056888728583
LN877580,ANON_349A5243F5,Default,3,0.9921026897455488
LN878223,ANON_0256F7F1BD,Low,29,0.3378776778620316
LN878460,ANON_F56424675B,Low,40,0.4482288819192077
LN878952,ANON_6CA3ED82EC,Low,243,0.5952339009814149
LN879094,ANON_33C797AABA,Low,3,0.011273906495891599
LN879679,ANON_F8AD49683B,Low,43,0.4742795392517041
LN880086,ANON_8C4C320269,Low,1,0.0028890378348394
LN880263,ANON_E0BB3C305C,Default,29,0.9479070606754594
LN880364,ANON_5775A03B14,Low,54,0.5572448366299143
LN880467,ANON_FA331F3F87,Default,2,0.9946150174416826
LN880570,ANON_075C8DD0E7,Low,2,0.006286475436421475
LN880805,ANON_7C5D8BE4AC,Low,12,0.11608902902343224
LN880975,ANON_7627536CBD,Default,60,0.9192331931093587
LN881307,ANON_11D7FB629F,Low,1,0.0028890378348394
LN881387,ANON_FACEAABEB4,Default,12,0.9734121430924614
